pub_date	title	venue	excerpt	citation	url_slug	paper_url
2022-01-01	Community detection in complex network based on an improved random algorithm using local and global network information.	Journal of Network and Computer Applications	This paper is not published yet, In Review   	Fahimeh Dabaghi-Zarandi, Parsa KamaliPour.   -	"-"
